成立以来日期,成立以来基金区间收益率,成立以来拟合指数区间收益率
2013-03-19,0.23475984341525,0.143014620639397
2013-03-20,0.24347342957162,0.14940194113457
2013-03-21,0.24481398128798,0.150001559038573
2013-03-22,0.24447884335889,0.150544613104069
2013-03-25,0.24425541807283,0.150736954828655
2013-03-26,0.24537254450314,0.148020314833475
2013-03-27,0.24526083186011,0.148594351140757
2013-03-28,0.24090403878192,0.142538287565347
2013-03-29,0.24257972842738,0.142883817256828
2013-04-01,0.24403199278677,0.143469668311004
2013-04-02,0.24068061349586,0.143852937014864
2013-04-03,0.2404571882098,0.144379421428494
2013-04-08,0.2441437054298,0.14389845678029
2013-04-09,0.24738337207768,0.145950423312592
2013-04-10,0.24727165943465,0.14647466935815
2013-04-11,0.24760679736374,0.145612400930079
2013-04-12,0.24760679736374,0.144546600658937
2013-04-15,0.24660138357647,0.142875784485263
2013-04-16,0.24905906172314,0.145606307320299
2013-04-17,0.2533041421583,0.145142574846176
2013-04-18,0.25352756744436,0.144696841733196
2013-04-19,0.25565010766194,0.149089297361599
2013-04-22,0.25866634902376,0.148262946491397
2013-04-23,0.25531496973284,0.143092679362806
2013-04-24,0.26123573981346,0.147114687379439
2013-04-25,0.25777264787951,0.145694294721189
2013-04-26,0.25520325708981,0.143958909244536
2013-05-02,0.25676723409224,0.144877827629881
2013-05-03,0.26145916509952,0.148389603658717
2013-05-06,0.26425198117528,0.150833833793036
2013-05-07,0.26492225703346,0.151844286550417
2013-05-08,0.26849706161043,0.152601077698348
2013-05-09,0.26749164782316,0.151490197741652
2013-05-10,0.26782678575225,0.15325342639173
2013-05-13,0.26648623403589,0.153025221221644
2013-05-14,0.26481054439043,0.150697649994459
2013-05-15,0.26670965932195,0.151684600423802
2013-05-16,0.26827363632437,0.154578777693742
2013-05-17,0.27151330297226,0.157959914581784
2013-05-20,0.27363584318983,0.159914027782768
2013-05-21,0.27519982019226,0.16058064459186
2013-05-22,0.27542324547832,0.16063645755945
2013-05-23,0.27229529147347,0.158082724954055
2013-05-24,0.27620523397953,0.159566016300285
2013-05-27,0.27810434891105,0.160411924909916
2013-05-28,0.27888633741226,0.163521728387983
2013-05-29,0.28045031441469,0.163491767311176
2013-05-30,0.28067373970075,0.16289155385653
2013-05-31,0.27687550983772,0.161116100841944
2013-06-03,0.27631694662256,0.160883924062329
2013-06-04,0.27285385468862,0.15795541338064
2013-06-05,0.27408269376195,0.15760306091976
2013-06-06,0.2724070041165,0.154355989784398
2013-06-07,0.27128987768619,0.150526672968093
2013-06-13,0.26771507310922,0.144885318592155
2013-06-14,0.26927905011165,0.14559523002945
2013-06-17,0.26872048689649,0.144840920402158
2013-06-18,0.27117816504316,0.144655985951257
2013-06-19,0.27039617654195,0.140544880989291
2013-06-20,0.26414026853225,0.127673458143641
2013-06-21,0.26302314210194,0.127281359580876
2013-06-24,0.25687894673527,0.115637590370356
2013-06-25,0.2581077858086,0.115847400935704
2013-06-26,0.26224115360073,0.11878871835295
2013-06-27,0.26492225703346,0.119771925190037
2013-06-28,0.26648623403589,0.124180662231677
2013-07-01,0.26994932596983,0.126360450045447
2013-07-02,0.27330070526074,0.128303687079239
2013-07-03,0.27598180869347,0.127168289300325
2013-07-04,0.27575838340741,0.129088527197186
2013-07-05,0.27587009605044,0.12951013161841
2013-07-08,0.27419440640499,0.123808143696436
2013-07-09,0.27374755583286,0.124418015650932
2013-07-10,0.27441783169105,0.127938282042824
2013-07-11,0.2760935213365,0.134396503626012
2013-07-12,0.27464125697711,0.129904209207503
2013-07-15,0.27519982019226,0.132205333044424
2013-07-16,0.27531153283529,0.132379565959591
2013-07-17,0.27296556733165,0.129185268265007
2013-07-18,0.27017275125589,0.12653306534665
2013-07-19,0.26670965932195,0.122766622642413
2013-07-22,0.2672682225371,0.122787579943563
2013-07-23,0.26927905011165,0.125686241932039
2013-07-24,0.26972590068377,0.123147643222883
2013-07-25,0.26693308460801,0.123406436696667
2013-07-26,0.26670965932195,0.122809624892098
2013-07-29,0.26514568231952,0.118775751995498
2013-07-30,0.2646988317474,0.120523823049733
2013-07-31,0.26559253289164,0.121258897843413
2013-08-01,0.26872048689649,0.125931567403109
2013-08-02,0.27017275125589,0.126612961204987
2013-08-05,0.27218357883044,0.12888072554878
2013-08-06,0.27341241790377,0.129846945890291
2013-08-07,0.27196015354438,0.127262129940236
2013-08-08,0.27196015354438,0.125082037904715
2013-08-09,0.27553495812135,0.125051006878154
2013-08-12,0.27575838340741,0.129783677993799
2013-08-13,0.2749763949062,0.127604012769541
2013-08-14,0.27363584318983,0.125593387744468
2013-08-15,0.27106645240013,0.122795859907851
2013-08-16,0.26905562482559,0.121242956603767
2013-08-19,0.27140159032922,0.121907844585125
2013-08-20,0.27162501561529,0.118322334405227
2013-08-21,0.27028446389892,0.118930632901718
2013-08-22,0.27050788918498,0.118219161342602
2013-08-23,0.27218357883044,0.118403444141374
2013-08-26,0.27475296962014,0.123780027263558
2013-08-27,0.27508810754923,0.124627569078638
2013-08-28,0.27341241790377,0.123386130409964
2013-08-29,0.27374755583286,0.122628765791131
2013-08-30,0.27296556733165,0.122791293190818
2013-09-02,0.27475296962014,0.122711819270334
2013-09-03,0.27631694662256,0.124918897823688
2013-09-04,0.27631694662256,0.124704900279813
2013-09-05,0.27765749833893,0.123889709031638
2013-09-06,0.27810434891105,0.125998709908672
2013-09-09,0.27989175119954,0.133528569517498
2013-09-10,0.27933318798438,0.135507308379439
2013-09-11,0.27732236040984,0.134675570604301
2013-09-12,0.27665208455165,0.135593069051619
2013-09-13,0.27732236040984,0.132770369830797
2013-09-16,0.27799263626802,0.132159739943639
2013-09-17,0.27631694662256,0.127946557092036
2013-09-18,0.27743407305287,0.128565522907794
2013-09-23,0.28156744084499,0.133289822919728
2013-09-24,0.28223771670318,0.131333232161191
2013-09-25,0.28201429141711,0.130822493840013
2013-09-26,0.2812323029159,0.127513718744974
2013-09-27,0.28246114198924,0.127756849888485
2013-09-30,0.28402511899166,0.129503091258944
